user_id,group_id,rest_id,avialble_rest,sort_pop,sort_fit,sort_sim,fit_score,sim_score,c1_fit,c2_fit,c3_fit,c4_fit,c5_fit,fit_rank,sim_rank,pop_rank,tip,category,dish,price,time
14758,38154,10,-1,0,1,0,0,1,0,0,0,-1,-1,5,-1,-1,4,0,11,str,2023-06-19 14:16:40
14758,38154,11,-1,0,1,0,0,0,0,0,0,-1,-1,4,-1,-1,4,0,10,str,2023-06-19 14:16:40
14758,38154,2,-1,0,1,0,0,1,0,0,0,-1,-1,3,-1,-1,4,0,11,str,2023-06-19 14:16:40
14758,38154,26,-1,0,1,0,0,1,0,0,0,-1,-1,2,-1,-1,4,0,23,str,2023-06-19 14:16:40
14758,38154,24,-1,0,1,0,0,1,0,0,0,-1,-1,1,-1,-1,4,0,21,str,2023-06-19 14:16:41
14758,39947,5,-1,0,1,0,0,1,0,0,0,-1,-1,5,-1,-1,4,0,30,str,2023-06-20 18:26:43
14758,39947,25,-1,0,1,0,0,1,0,0,0,-1,-1,6,-1,-1,4,0,32,str,2023-06-20 18:27:21
14758,39947,2,-1,0,1,0,0,1,0,0,0,-1,-1,4,-1,-1,4,0,11,str,2023-06-20 18:28:10
14758,39947,22,-1,0,1,0,0,1,0,0,0,-1,-1,3,-1,-1,4,0,18,str,2023-06-20 18:28:27
14758,39947,30,-1,0,1,0,1,1,1,1,1,-1,-1,2,-1,-1,5,0,9,str,2023-06-20 18:28:27
14758,39947,18,-1,0,1,0,1,1,1,1,1,-1,-1,1,-1,-1,5,0,13,str,2023-06-20 18:28:43
14708,37885,18,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,5,0,13,str,2023-06-19 13:14:31
14708,37885,32,1,0,1,0,1,1,1,1,1,1,1,2,-1,-1,5,0,16,str,2023-06-19 13:15:00
14708,37885,29,0,1,0,0,0,1,0,0,0,0,0,-1,-1,1,3,1,99,str,2023-06-19 13:20:57
14708,37885,18,1,1,0,0,1,1,1,1,1,1,1,-1,-1,2,5,0,13,str,2023-06-19 13:21:24
14708,38134,18,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,5,0,13,str,2023-06-19 14:06:35
14708,38134,29,0,1,0,0,0,1,0,0,0,0,0,-1,-1,1,3,1,99,str,2023-06-19 14:06:37
14708,38134,5,0,1,0,0,0,1,0,0,0,0,0,-1,-1,3,4,0,30,str,2023-06-19 14:06:42
14708,38134,32,1,0,1,0,1,1,1,1,1,1,1,2,-1,-1,5,0,16,str,2023-06-19 14:06:48
14708,38185,18,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,5,0,13,str,2023-06-19 14:29:26
14708,38185,32,1,0,1,0,1,1,1,1,1,1,1,2,-1,-1,5,0,16,str,2023-06-19 14:29:52
14708,38185,30,1,0,1,0,1,1,1,1,1,1,1,3,-1,-1,5,0,9,str,2023-06-19 14:30:08
